,Date,Open,High,Low,Close,Adj Close,Volume,Stock Number,SMA10,SMA20,RSI,RSI Buy Stock Flag,RSI Sell Stock Flag,SMA Buy Stock Flag,SMA Sell Stock Flag
0,2015-01-02,67.0,67.44999694824219,66.4000015258789,67.25,47.31465148925781,1649366,0002,,,,False,False,False,False
1,2015-01-05,66.5,66.9000015258789,66.0,66.0999984741211,46.50554656982422,2155962,0002,,,,False,False,False,False
2,2015-01-06,65.75,66.19999694824219,65.4000015258789,65.5,46.08341598510742,3623139,0002,,,,False,False,False,False
3,2015-01-07,66.0,66.05000305175781,65.3499984741211,65.8499984741211,46.32966613769531,2347243,0002,,,,False,False,False,False
4,2015-01-08,65.75,66.8499984741211,65.6500015258789,66.0999984741211,46.50554656982422,2053375,0002,,,,False,False,False,False
5,2015-01-09,67.0,67.1500015258789,66.5999984741211,66.80000305175781,46.9980583190918,2613399,0002,,,,False,False,False,False
6,2015-01-12,67.0999984741211,67.19999694824219,66.55000305175781,67.1500015258789,47.24430847167969,1566498,0002,,,,False,False,False,False
7,2015-01-13,66.94999694824219,67.55000305175781,66.94999694824219,67.44999694824219,47.45536804199219,2397388,0002,,,,False,False,False,False
8,2015-01-14,67.75,67.80000305175781,67.3499984741211,67.75,47.66645050048828,2890659,0002,,,,False,False,False,False
9,2015-01-15,67.25,68.30000305175781,67.25,67.94999694824219,47.80714797973633,4173616,0002,66.78999938964844,,,False,False,False,False
10,2015-01-16,68.1500015258789,68.25,67.69999694824219,68.1500015258789,47.94786071777344,3232723,0002,66.87999954223633,,,False,False,False,False
11,2015-01-19,68.0,68.5,67.5,68.5,48.19411849975586,3832485,0002,67.11999969482422,,,False,False,False,False
12,2015-01-20,68.80000305175781,68.80000305175781,67.6500015258789,68.6500015258789,48.29965972900391,2804252,0002,67.43499984741212,,,False,False,False,False
13,2015-01-21,68.5999984741211,68.75,67.94999694824219,68.6500015258789,48.29965972900391,2345326,0002,67.71500015258789,,64.2857254072772,False,False,False,False
14,2015-01-22,69.0,69.0,67.75,68.3499984741211,48.08857727050781,2461992,0002,67.94000015258788,,60.5768990940102,False,False,False,False
15,2015-01-23,68.19999694824219,68.80000305175781,68.0999984741211,68.75,48.3700065612793,2143312,0002,68.1349998474121,,79.77526741428942,False,False,False,False
16,2015-01-26,69.0,69.0,68.25,69.0,48.545894622802734,1832658,0002,68.31999969482422,,92.68286328889683,False,True,False,False
17,2015-01-27,68.4000015258789,69.0,68.4000015258789,69.0,48.545894622802734,2119686,0002,68.475,,91.9999348959658,False,True,False,False
18,2015-01-28,69.0999984741211,69.19999694824219,68.69999694824219,69.1500015258789,48.65143966674805,2117715,0002,68.6150001525879,,91.78075892427897,False,True,False,False
19,2015-01-29,69.44999694824219,69.5,69.05000305175781,69.5,48.89767837524414,2913553,0002,68.77000045776367,67.77999992370606,90.9090068387055,False,True,True,False
20,2015-01-30,69.5,69.5999984741211,68.8499984741211,69.19999694824219,48.68660736083984,2270844,0002,68.875,67.87749977111817,81.53831707689238,False,True,False,False
21,2015-02-02,69.5,69.5,68.55000305175781,69.0,48.545894622802734,3203078,0002,68.925,68.0224998474121,74.60315153628918,False,True,False,False
22,2015-02-03,68.55000305175781,69.5,68.19999694824219,68.25,48.01821899414063,1751307,0002,68.8849998474121,68.15999984741211,56.94443267070742,False,False,False,False
23,2015-02-04,67.5,69.19999694824219,67.5,68.25,48.01821899414063,3735861,0002,68.84499969482422,68.27999992370606,54.41179770490479,False,False,False,False
24,2015-02-05,68.5,69.0,67.4000015258789,67.5,47.49053955078125,4607769,0002,68.7599998474121,68.35,41.77214211903773,False,False,False,False
25,2015-02-06,68.5999984741211,68.5999984741211,67.5999984741211,67.69999694824219,47.631256103515625,1555747,0002,68.65499954223633,68.39499969482422,39.47365250946646,False,False,False,False
26,2015-02-09,67.25,67.8499984741211,67.0999984741211,67.19999694824219,47.27947616577149,1365516,0002,68.47499923706054,68.39749946594239,32.53007175305038,False,False,False,False
27,2015-02-10,68.0,68.0,67.19999694824219,67.4000015258789,47.4201774597168,1633319,0002,68.31499938964843,68.39499969482422,35.632204067601606,False,False,False,True
28,2015-02-11,67.4000015258789,67.80000305175781,67.0999984741211,67.6500015258789,47.5960807800293,2513667,0002,68.16499938964844,68.38999977111817,41.86050637852416,False,False,False,False
29,2015-02-12,67.75,67.75,67.0,67.30000305175781,47.3498420715332,2039855,0002,67.94499969482422,68.35750007629395,32.941212373621326,False,False,False,False
30,2015-02-13,67.69999694824219,67.8499984741211,67.30000305175781,67.5,47.49053955078125,2081750,0002,67.775,68.325,32.142844167686945,False,False,False,False
31,2015-02-16,67.25,67.69999694824219,67.0,67.19999694824219,47.27947616577149,2352074,0002,67.59499969482422,68.2599998474121,29.999966091579864,False,False,False,False
32,2015-02-17,67.0,67.80000305175781,67.0,67.75,47.66645050048828,1954453,0002,67.54499969482421,68.21499977111816,35.714274592722816,False,False,False,False
33,2015-02-18,67.80000305175781,68.19999694824219,67.44999694824219,68.1500015258789,47.94786071777344,1239770,0002,67.53499984741211,68.18999977111817,36.36366438709817,False,False,False,False
34,2015-02-23,69.6500015258789,69.6500015258789,67.94999694824219,68.05000305175781,47.87751388549805,2447248,0002,67.59000015258789,68.175,37.89480108963816,False,False,False,False
35,2015-02-24,69.0,69.0,67.69999694824219,68.4000015258789,48.12374877929688,2355239,0002,67.66000061035156,68.15750007629394,43.87756849714988,False,False,False,False
36,2015-02-25,68.55000305175781,69.25,68.0,69.1500015258789,48.65143966674805,2531366,0002,67.85500106811523,68.1650001525879,59.183686179745365,False,False,False,False
37,2015-02-26,69.30000305175781,69.5,68.5999984741211,69.30000305175781,48.75696563720703,2531181,0002,68.04500122070313,68.18000030517578,60.396063536954955,False,False,False,False
38,2015-02-27,69.0999984741211,69.8499984741211,69.0999984741211,69.75,49.07356643676758,3260513,0002,68.25500106811523,68.21000022888184,73.68421052631578,False,False,True,False
39,2015-03-02,69.5,69.5,68.30000305175781,68.5,48.19411849975586,4743816,0002,68.37500076293945,68.16000022888184,56.896574403657894,False,False,False,False
40,2015-03-03,68.25,68.6500015258789,68.0,68.05000305175781,47.87751388549805,3266241,0002,68.43000106811523,68.10250053405761,57.391357421875,False,False,False,False
41,2015-03-04,68.05000305175781,68.44999694824219,67.5,67.6500015258789,47.5960807800293,2898092,0002,68.47500152587891,68.03500061035156,52.10084141365701,False,False,False,False
42,2015-03-05,67.4000015258789,68.0999984741211,67.4000015258789,67.69999694824219,47.631256103515625,2438710,0002,68.47000122070312,68.00750045776367,50.43474337999875,False,False,False,False
43,2015-03-06,67.30000305175781,67.5,67.0999984741211,67.19999694824219,47.27947616577149,4076165,0002,68.37500076293945,67.95500030517579,49.15248977142828,False,False,False,False
44,2015-03-09,66.94999694824219,67.0999984741211,66.5999984741211,66.75,46.9628791809082,3759771,0002,68.24500045776367,67.91750030517578,43.902432972911285,False,False,False,False
45,2015-03-10,66.75,67.19999694824219,66.75,67.0,47.138763427734375,3750171,0002,68.10500030517578,67.88250045776367,48.36067829171346,False,False,False,False
46,2015-03-11,66.0,66.30000305175781,65.4000015258789,65.55000305175781,46.8173713684082,3036847,0002,67.74500045776367,67.80000076293945,34.2857018295328,False,False,False,True
47,2015-03-12,66.19999694824219,66.19999694824219,64.25,64.55000305175781,46.1031494140625,3979583,0002,67.27000045776367,67.65750083923339,26.31574720547711,False,False,False,False
48,2015-03-13,64.75,65.3499984741211,64.44999694824219,65.0999984741211,46.49596405029297,2865031,0002,66.80500030517578,67.53000068664551,31.676945050216702,False,False,False,False
49,2015-03-16,64.9000015258789,65.75,64.75,65.55000305175781,46.8173713684082,2620339,0002,66.51000061035157,67.4425006866455,32.51531732249926,False,False,False,False
50,2015-03-17,66.0,66.0,65.1500015258789,65.55000305175781,46.8173713684082,2108763,0002,66.26000061035157,67.34500083923339,25.67564084455492,False,False,False,False
51,2015-03-18,65.5999984741211,65.9000015258789,65.1500015258789,65.69999694824219,46.92449569702149,2370226,0002,66.06500015258788,67.2700008392334,25.675564215974347,True,False,False,False
52,2015-03-19,66.0,66.25,65.5,66.1500015258789,47.24589538574219,2140927,0002,65.91000061035156,67.19000091552735,25.67564084455492,True,False,False,False
53,2015-03-20,66.0,66.4000015258789,65.25,65.5,46.78165817260742,3095803,0002,65.74000091552735,67.0575008392334,27.941136871583595,True,False,False,False
54,2015-03-23,65.9000015258789,66.1500015258789,65.69999694824219,66.0,47.138763427734375,1866436,0002,65.66500091552734,66.9550006866455,35.03645407543867,False,False,False,False
55,2015-03-24,65.80000305175781,66.8499984741211,65.69999694824219,66.75,47.6744270324707,3020960,0002,65.64000091552734,66.87250061035157,43.749980131755606,False,False,False,False
56,2015-03-25,67.0,67.0,66.3499984741211,66.9000015258789,47.78157424926758,2281013,0002,65.77500076293946,66.76000061035157,44.520575862879845,False,False,False,False
57,2015-03-26,66.4000015258789,67.0,66.4000015258789,66.94999694824219,47.817264556884766,2680843,0002,66.01500015258789,66.64250030517579,48.17518004281377,False,False,False,False
58,2015-03-27,67.0,67.05000305175781,66.44999694824219,67.0,47.852989196777344,1654687,0002,66.20500030517579,66.50500030517578,51.9379854130639,False,False,False,False
59,2015-03-30,66.5999984741211,67.5,66.5,66.9000015258789,47.78157424926758,2424059,0002,66.34000015258789,66.42500038146973,49.206360739833826,False,False,False,False
60,2015-03-31,66.55000305175781,67.94999694824219,66.55000305175781,67.75,48.38866424560547,4219278,0002,66.55999984741212,66.41000022888184,69.2982291764265,False,False,True,False
61,2015-04-01,67.75,67.75,65.80000305175781,66.0999984741211,47.21017456054688,5124936,0002,66.6,66.33250007629394,62.20469129780237,False,False,False,False
62,2015-04-02,65.80000305175781,66.0,65.3499984741211,65.44999694824219,46.74593734741211,5466245,0002,66.52999954223633,66.22000007629394,52.71316454049195,False,False,False,False
63,2015-04-08,66.1500015258789,66.80000305175781,65.6500015258789,66.75,47.6744270324707,5872846,0002,66.65499954223633,66.19750022888184,58.21915374373188,False,False,False,False
64,2015-04-09,66.5,67.94999694824219,66.05000305175781,67.6500015258789,48.317230224609375,6450577,0002,66.81999969482422,66.24250030517578,62.80486159634757,False,False,False,False
65,2015-04-10,68.0,68.3499984741211,67.5,68.19999694824219,48.710052490234375,4243587,0002,66.96499938964844,66.3025001525879,64.53487340536896,False,False,False,False
66,2015-04-13,68.5,68.5,67.4000015258789,68.1500015258789,48.674346923828125,3618909,0002,67.08999938964844,66.43250007629395,62.195126489825924,False,False,False,False
67,2015-04-14,68.5,68.5,67.80000305175781,68.44999694824219,48.88861083984375,3512580,0002,67.23999938964843,66.62749977111817,68.78981139337205,False,False,False,False
68,2015-04-15,69.0,69.0,68.1500015258789,68.30000305175781,48.78148651123047,5236598,0002,67.36999969482422,66.7875,65.3333848742368,False,False,False,False
69,2015-04-16,68.1500015258789,68.5,67.9000015258789,68.25,48.74578094482422,2700612,0002,67.50499954223633,66.92249984741211,61.0294315642082,False,False,False,False
70,2015-04-17,68.4000015258789,68.4000015258789,67.6500015258789,67.9000015258789,48.495792388916016,2373275,0002,67.51999969482422,67.03999977111816,57.142872713084,False,False,False,False
71,2015-04-20,67.5999984741211,68.4000015258789,67.5999984741211,67.94999694824219,48.53150177001953,2571495,0002,67.70499954223632,67.15249977111816,57.142872713084,False,False,False,False
72,2015-04-21,68.4000015258789,68.5,67.6500015258789,68.3499984741211,48.817195892333984,2550904,0002,67.99499969482422,67.26249961853027,59.18368406137992,False,False,False,False
73,2015-04-22,68.80000305175781,68.80000305175781,67.55000305175781,67.8499984741211,48.4600715637207,2623507,0002,68.10499954223633,67.37999954223633,56.129024636593996,False,False,False,False
74,2015-04-23,67.5999984741211,68.5,67.55000305175781,67.9000015258789,48.495792388916016,2958195,0002,68.12999954223633,67.47499961853028,51.07914932669117,False,False,False,False
75,2015-04-24,68.1500015258789,68.55000305175781,67.6500015258789,68.5,48.92432403564453,2364286,0002,68.15999984741211,67.56249961853027,70.33904332342372,False,False,False,False
76,2015-04-27,68.5,68.5,67.8499984741211,68.25,48.74578094482422,2522152,0002,68.16999969482421,67.62999954223633,75.45464381726023,False,True,False,False
77,2015-04-28,68.4000015258789,68.4000015258789,67.80000305175781,68.25,48.74578094482422,2987305,0002,68.15,67.69499969482422,67.85722070844687,False,False,False,False
78,2015-04-29,68.5,68.55000305175781,67.94999694824219,68.44999694824219,48.88861083984375,2638857,0002,68.16499938964844,67.76749954223632,61.428580770748276,False,False,False,False
79,2015-04-30,68.0,68.5999984741211,67.75,67.94999694824219,48.53150177001953,2570551,0002,68.13499908447265,67.81999931335449,46.37679236437297,False,False,False,False
80,2015-05-04,68.30000305175781,68.80000305175781,67.9000015258789,68.69999694824219,49.067169189453125,1884196,0002,68.21499862670899,67.8674991607666,56.62647279973967,False,False,False,False
81,2015-05-05,69.0,69.0,68.55000305175781,68.80000305175781,49.13858795166016,2369041,0002,68.29999923706055,68.00249938964843,54.430460429486956,False,False,False,False
82,2015-05-06,69.0,69.0,68.4000015258789,68.5,48.92432403564453,2209083,0002,68.31499938964843,68.15499954223633,52.43898354286225,False,False,False,False
83,2015-05-07,69.0,69.0,68.5,68.94999694824219,49.24571990966797,4888791,0002,68.42499923706055,68.26499938964844,57.77774386935764,False,False,False,False
84,2015-05-08,69.4000015258789,69.4000015258789,68.5,68.69999694824219,49.067169189453125,1976712,0002,68.50499877929687,68.3174991607666,59.09085391968677,False,False,False,False
85,2015-05-11,69.0999984741211,69.0999984741211,67.5999984741211,68.25,48.74578094482422,2816106,0002,68.47999877929688,68.31999931335449,53.12502980230344,False,False,False,False
86,2015-05-12,67.9000015258789,68.75,67.9000015258789,68.05000305175781,48.60292434692383,2841123,0002,68.45999908447266,68.31499938964843,46.739179110047424,False,False,False,False
87,2015-05-13,67.94999694824219,68.44999694824219,67.94999694824219,67.94999694824219,48.53150177001953,2005828,0002,68.42999877929688,68.28999938964844,51.190456727756256,False,False,False,False
88,2015-05-14,68.19999694824219,68.44999694824219,68.05000305175781,68.1500015258789,48.674346923828125,1054938,0002,68.39999923706054,68.28249931335449,52.87355918647968,False,False,False,False
89,2015-05-15,68.55000305175781,69.0,68.25,69.0,49.28143310546875,2435450,0002,68.50499954223633,68.31999931335449,55.43477539755727,False,False,False,False
90,2015-05-18,69.0,69.05000305175781,68.30000305175781,68.6500015258789,49.031471252441406,1913848,0002,68.5,68.3574993133545,54.2553312371457,False,False,False,False
91,2015-05-19,68.80000305175781,68.9000015258789,68.05000305175781,68.4000015258789,48.85289764404297,1962419,0002,68.4599998474121,68.37999954223633,51.51516552688241,False,False,False,False
92,2015-05-20,68.5999984741211,68.94999694824219,68.19999694824219,68.44999694824219,48.88861083984375,1832213,0002,68.45499954223632,68.38499946594239,50.0,False,False,False,False
93,2015-05-21,68.4000015258789,68.94999694824219,68.25,68.5,48.92432403564453,1509725,0002,68.40999984741211,68.41749954223633,56.32186528788208,False,False,False,True
94,2015-05-22,68.8499984741211,69.0,68.55000305175781,69.0,49.28143310546875,2009609,0002,68.44000015258788,68.47249946594238,53.65856835555159,False,False,False,False
95,2015-05-26,69.0,69.0,68.19999694824219,68.25,48.74578094482422,3062964,0002,68.44000015258788,68.45999946594239,44.21049419202303,False,False,False,False
96,2015-05-27,68.75,68.75,68.0999984741211,68.3499984741211,48.817195892333984,2827368,0002,68.46999969482422,68.46499938964844,48.351629925366005,False,False,True,False
97,2015-05-28,68.6500015258789,68.6500015258789,67.5,67.5999984741211,48.281524658203125,5649446,0002,68.43499984741212,68.4324993133545,36.082485578866724,False,False,False,False
98,2015-05-29,68.0999984741211,68.1500015258789,67.5,67.80000305175781,48.42437744140625,3500356,0002,68.4,68.39999961853027,40.62506953870803,False,False,False,False
99,2015-06-01,67.94999694824219,68.19999694824219,67.55000305175781,67.5999984741211,48.281524658203125,2989614,0002,68.2599998474121,68.38249969482422,42.857142857142854,False,False,False,True
100,2015-06-02,67.5,67.8499984741211,67.0999984741211,67.3499984741211,48.4975471496582,3124429,0002,68.12999954223633,68.31499977111817,42.391277306102005,False,False,False,False
101,2015-06-03,67.75,67.80000305175781,67.30000305175781,67.44999694824219,48.56955337524414,2066315,0002,68.03499908447266,68.24749946594238,44.56522460244273,False,False,False,False
102,2015-06-04,67.8499984741211,67.8499984741211,66.80000305175781,67.25,48.425540924072266,3990378,0002,67.91499938964844,68.18499946594238,40.21737147368438,False,False,False,False
103,2015-06-05,67.4000015258789,67.75,67.19999694824219,67.4000015258789,48.53354263305664,1802692,0002,67.80499954223633,68.10749969482421,29.48720707538034,False,False,False,False
104,2015-06-08,67.19999694824219,67.30000305175781,65.80000305175781,65.8499984741211,47.41741943359375,5495588,0002,67.48999938964843,67.96499977111816,22.54902254109396,True,False,False,False
105,2015-06-09,66.3499984741211,66.3499984741211,65.5999984741211,65.6500015258789,47.27341079711914,4067781,0002,67.22999954223633,67.8349998474121,22.772293681656535,True,False,False,False
106,2015-06-10,66.05000305175781,66.05000305175781,64.75,64.8499984741211,46.69734954833984,4602605,0002,66.87999954223633,67.67499961853028,18.96558754779872,True,False,False,False
107,2015-06-11,65.44999694824219,65.5,64.55000305175781,64.8499984741211,46.69734954833984,17375129,0002,66.60499954223633,67.51999969482422,18.260898409770917,True,False,False,False
108,2015-06-12,65.25,65.3499984741211,64.75,65.0999984741211,46.87736892700195,3555782,0002,66.33499908447266,67.36749954223633,14.545489855000085,True,False,False,False
109,2015-06-15,63.95000076293945,65.0,63.95000076293945,64.44999694824219,46.40930938720703,2844016,0002,66.01999893188477,67.13999938964844,14.814846211446891,True,False,False,False
110,2015-06-16,64.55000305175781,65.0,64.3499984741211,64.8499984741211,46.69734954833984,3614854,0002,65.76999893188477,66.94999923706055,19.298311364293454,True,False,False,False
111,2015-06-17,65.0,65.0,64.5,64.55000305175781,46.4813232421875,2395579,0002,65.47999954223633,66.75749931335449,20.952466761319457,True,False,False,False
112,2015-06-18,64.3499984741211,65.0,64.3499984741211,64.94999694824219,46.769344329833984,1881985,0002,65.24999923706055,66.58249931335449,23.853140372538647,True,False,False,False
113,2015-06-19,65.25,66.3499984741211,65.05000305175781,66.0999984741211,47.59743118286133,6754560,0002,65.11999893188477,66.46249923706054,38.28123882411845,False,False,False,False
114,2015-06-22,66.4000015258789,66.69999694824219,65.94999694824219,66.5999984741211,47.95747756958008,2707893,0002,65.19499893188477,66.34249916076661,44.36089707994695,False,False,False,False
115,2015-06-23,67.0,67.19999694824219,66.4000015258789,67.0,48.24551773071289,2374679,0002,65.32999877929687,66.27999916076661,46.762610461606016,False,False,False,False
116,2015-06-24,66.6500015258789,66.8499984741211,65.94999694824219,66.05000305175781,47.56144714355469,2638553,0002,65.44999923706055,66.16499938964844,42.20780893610528,False,False,False,False
117,2015-06-25,66.0,66.3499984741211,65.69999694824219,65.75,47.34541702270508,2159011,0002,65.53999938964844,66.07249946594239,39.49043409805474,False,False,False,False
118,2015-06-26,66.19999694824219,66.19999694824219,65.30000305175781,65.69999694824219,47.30940628051758,2561770,0002,65.59999923706054,65.96749916076661,48.81888533918374,False,False,False,False
119,2015-06-29,65.3499984741211,65.8499984741211,65.0,65.0999984741211,46.87736892700195,5924145,0002,65.66499938964844,65.84249916076661,45.92590332031249,False,False,False,False
120,2015-06-30,64.9000015258789,66.25,64.9000015258789,65.9000015258789,47.45343780517578,3931334,0002,65.76999969482422,65.76999931335449,57.7778003833912,False,False,True,False
121,2015-07-02,65.5999984741211,65.75,65.0999984741211,65.19999694824219,46.94936752319336,3945991,0002,65.83499908447266,65.65749931335449,52.348981604465806,False,False,False,False
122,2015-07-03,65.5999984741211,66.0999984741211,65.19999694824219,65.75,47.34541702270508,2618636,0002,65.91499938964844,65.58249931335449,54.19355410318279,False,False,False,False
123,2015-07-06,66.05000305175781,66.25,65.0,65.3499984741211,47.0573844909668,3674366,0002,65.83999938964844,65.4799991607666,56.00000406900628,False,False,False,False
124,2015-07-07,65.5999984741211,66.3499984741211,65.3499984741211,66.0999984741211,47.59743118286133,3745933,0002,65.78999938964844,65.4924991607666,57.96177724906601,False,False,False,False
125,2015-07-08,65.80000305175781,66.0,62.75,64.44999694824219,46.40930938720703,9633713,0002,65.53499908447266,65.43249893188477,49.45648928900772,False,False,False,False
126,2015-07-09,64.80000305175781,65.30000305175781,63.95000076293945,64.05000305175781,46.12127304077149,6535782,0002,65.33499908447266,65.3924991607666,45.10873531343502,False,False,False,True
127,2015-07-10,64.19999694824219,65.25,64.19999694824219,65.0999984741211,46.87736892700195,5540719,0002,65.26999893188477,65.40499916076661,44.505498190744795,False,False,False,False
128,2015-07-13,64.69999694824219,65.5,64.5999984741211,65.44999694824219,47.12938690185547,3204268,0002,65.24499893188477,65.42249908447266,43.57541375591917,False,False,False,False
129,2015-07-14,65.0,65.55000305175781,64.8499984741211,65.30000305175781,47.02138137817383,2488967,0002,65.26499938964844,65.46499938964844,40.229899169184954,False,False,False,False
130,2015-07-15,65.80000305175781,65.80000305175781,64.9000015258789,65.5,47.16539764404297,1715836,0002,65.22499923706054,65.49749946594238,46.540859981843,False,False,False,False
131,2015-07-16,65.1500015258789,65.69999694824219,65.1500015258789,65.55000305175781,47.2014045715332,1243854,0002,65.2599998474121,65.54749946594238,48.701318003198395,False,False,False,False
132,2015-07-17,65.80000305175781,65.9000015258789,65.44999694824219,65.9000015258789,47.45343780517578,1338445,0002,65.275,65.59499969482422,51.25002980235082,False,False,False,False
133,2015-07-20,65.94999694824219,66.0,65.6500015258789,65.94999694824219,47.48943328857422,1633889,0002,65.3349998474121,65.58749961853027,55.704695924668584,False,False,False,False
134,2015-07-21,66.0,66.44999694824219,65.75,66.05000305175781,47.56144714355469,2403069,0002,65.33000030517579,65.55999984741212,51.111123669799426,False,False,False,False
135,2015-07-22,66.0999984741211,66.0999984741211,65.44999694824219,65.55000305175781,47.2014045715332,2057960,0002,65.44000091552735,65.4875,52.671807296277315,False,False,False,False
136,2015-07-23,65.5,66.0,65.4000015258789,65.55000305175781,47.2014045715332,1065995,0002,65.59000091552734,65.4625,48.33335452614982,False,False,True,False
137,2015-07-24,65.94999694824219,66.19999694824219,65.44999694824219,65.75,47.34541702270508,2318827,0002,65.65500106811524,65.4625,53.44830080963938,False,False,False,False
138,2015-07-27,65.69999694824219,66.19999694824219,64.9000015258789,65.0999984741211,46.87736892700195,2498174,0002,65.62000122070313,65.43250007629395,41.228041996605576,False,False,False,False
139,2015-07-28,65.3499984741211,66.0,64.9000015258789,65.6500015258789,47.27341079711914,3035089,0002,65.65500106811524,65.46000022888184,63.04357561172211,False,False,False,False
140,2015-07-29,65.44999694824219,65.9000015258789,65.3499984741211,65.4000015258789,47.0933837890625,1429686,0002,65.64500122070312,65.43500022888183,65.16855858960446,False,False,False,False
141,2015-07-30,65.3499984741211,65.9000015258789,65.30000305175781,65.3499984741211,47.0573844909668,1237614,0002,65.62500076293945,65.44250030517578,53.62319161075458,False,False,False,False
142,2015-07-31,65.80000305175781,66.0,65.4000015258789,65.8499984741211,47.41741943359375,2084557,0002,65.62000045776367,65.44750022888184,55.55557910307952,False,False,False,False
143,2015-08-03,65.6500015258789,66.1500015258789,65.55000305175781,65.75,47.34541702270508,1975240,0002,65.60000076293946,65.46750030517578,56.33797973806484,False,False,False,False
144,2015-08-04,66.0,66.6500015258789,65.55000305175781,66.5999984741211,47.95747756958008,3653681,0002,65.65500030517578,65.49250030517578,63.09520565737153,False,False,False,False
145,2015-08-05,66.69999694824219,66.69999694824219,66.05000305175781,66.19999694824219,47.6694564819336,1759763,0002,65.71999969482422,65.58000030517579,57.14278528047648,False,False,False,False
146,2015-08-06,66.05000305175781,66.4000015258789,65.69999694824219,65.94999694824219,47.48943328857422,1730749,0002,65.75999908447265,65.675,50.56174574083059,False,False,False,False
147,2015-08-07,65.55000305175781,65.9000015258789,65.55000305175781,65.75,47.34541702270508,1384005,0002,65.75999908447265,65.70750007629394,47.82612301221365,False,False,False,False
148,2015-08-10,65.5,65.80000305175781,65.05000305175781,65.6500015258789,47.27341079711914,1991257,0002,65.81499938964843,65.71750030517578,45.65215588516762,False,False,False,False
149,2015-08-11,65.9000015258789,66.0,65.0999984741211,65.19999694824219,46.94936752319336,2741722,0002,65.76999893188477,65.7125,46.153781661966065,False,False,False,False
150,2015-08-12,65.5999984741211,66.4000015258789,65.0999984741211,66.05000305175781,47.56144714355469,3956404,0002,65.83499908447266,65.7400001525879,54.6296217804716,False,False,False,False
151,2015-08-13,66.19999694824219,66.5999984741211,65.80000305175781,66.1500015258789,47.63344192504883,3121279,0002,65.91499938964844,65.77000007629394,53.77359169578067,False,False,False,False
152,2015-08-14,66.55000305175781,67.44999694824219,66.44999694824219,67.25,48.425540924072266,5217881,0002,66.05499954223633,65.8375,68.69564063609164,False,False,False,False
153,2015-08-17,67.4000015258789,67.8499984741211,67.3499984741211,67.75,48.78558349609375,3604370,0002,66.25499954223633,65.9275001525879,68.42102445285909,False,False,False,False
154,2015-08-18,67.9000015258789,67.9000015258789,66.69999694824219,66.69999694824219,48.029483795166016,3843064,0002,66.26499938964844,65.9599998474121,59.999953049934916,False,False,False,False
