Date,Action
2022-05-19,BUY
2022-05-30,SELL
2022-06-20,BUY
2022-07-07,BUY
2022-07-19,SELL
2022-08-05,BUY
2022-08-22,SELL
2022-09-01,BUY
2022-09-06,BUY
2022-09-16,BUY
2022-09-30,BUY
2022-10-03,BUY
2022-10-11,BUY
2022-10-19,BUY
2022-10-28,SELL
2022-11-15,BUY
2022-11-25,SELL
2022-11-28,SELL
2022-12-07,SELL
2022-12-12,SELL
2022-12-19,SELL
2022-12-28,SELL
2023-01-04,SELL
2023-02-16,SELL
2023-03-10,BUY
2023-03-31,SELL
2023-04-06,SELL
2023-04-12,SELL
2023-04-25,SELL
